,Date,Game Location,ID,Tweet,User
86,2018-10-22 22:16:56+00:00,Toronto,1054496853255995397,Game #3 . Raptors vs Hornets . . . #toronto #raptors #rtz #celtics #hornets #green #yyz #torontoraptors #nba #kawhileonard #lebron #nhl #leafs #basketball #fan #klaw #instagram #abc… https://www.instagram.com/p/BpQHgOMlI4S/?utm_source=ig_twitter_share&amp;igshid=16kh43asd2t0k,Mr_Fernandes
87,2018-10-22 23:43:18+00:00,Toronto,1054518590169407488,Let’s go #raptors @Scotiabank Arena https://www.instagram.com/p/BpQROJjAdV1E2g8v4CY-1KswPyjkNBZZVqK5Ds0/?utm_source=ig_twitter_share&amp;igshid=1wt4rkabwhxb1,JeanyEllis
88,2018-10-22 23:44:12+00:00,Toronto,1054518817022447617,This is truly something special to see and just a preview of what’s to come from @kofijmg #holdmedown #unitedwethrive #fllp ・・・ @raptors @sportsnet official Intro!! @trewesmusic… https://www.instagram.com/p/BpQQ2PvFSDM/?utm_source=ig_twitter_share&amp;igshid=1dtcdxk4wzxhu,ElieShermer
89,2018-10-23 00:19:40+00:00,Toronto,1054527743935897607,"#WeTheNorth (@Scotiabank Arena for Toronto Raptors vs. Charlotte Hornets in Toronto, Ontario) https://www.swarmapp.com/c/6g2H58KeoiH",HeyLitvack
90,2018-10-23 01:48:18+00:00,Toronto,1054550045813624833,We mean business this year... #Undefeated 4-0 #RaptorsWIN #RaptorsWIN #RaptorsWIN #WeTheNorth @raptors @nba #Basketball #LetsGoRaptors #NorthOverEverything #NorthOverEveryone @… https://www.instagram.com/p/BpQfsJVgfDd/?utm_source=ig_twitter_share&amp;igshid=r4429hulbyig,MCBonde1
91,2018-10-23 02:11:00+00:00,Toronto,1054555761827696640,Toronto Raptors defeats Charlotte Hornets(127-106) #NBA #basketball #canada #torontoraptors #toronto #raptors #charlottehornets #charlotte #hornets #lovethisgame #championship #usa… https://www.instagram.com/p/BpQiSXnFn3P/?utm_source=ig_twitter_share&amp;igshid=rzyl8nuojxac,RodriguesPhelps
92,2018-10-23 02:22:18+00:00,Toronto,1054558603745652736,We the north !! . . #raptors #torontoraptors #livebball #tdot #lovemylife #sorrynotsorry #416 #905 #mypartyseasonneverends @Toronto Raptors https://www.instagram.com/p/BpQjlUqHUAJ/?utm_source=ig_twitter_share&amp;igshid=1cnp9jlv7asrh,HairKev
93,2018-10-23 02:29:34+00:00,Toronto,1054560431807680512,We the north !! . . #raptors #torontoraptors #livebball #tdot #lovemylife #sorrynotsorry #416 #905 #mypartyseasonneverends @Toronto Raptors https://www.instagram.com/p/BpQjlUqHUAJ/?utm_source=ig_twitter_share&amp;igshid=yx39xn8s20wm,HairKev
94,2018-10-23 02:36:59+00:00,Toronto,1054562297744711680,Raptors Date Night w/ @mdilull @Scotiabank Arena https://www.instagram.com/p/BpQlQzoHETG/?utm_source=ig_twitter_share&amp;igshid=1i6wd151cljht,ctcher
95,2018-10-23 03:01:34+00:00,Toronto,1054568486310158336,@raptors 127 #Hornets 106 . 4 straight WINS for the SEASON! 3 straight WINS at HOME! We've only just begun!! Me and @matterofkat #lovethisjob hyping the best fans in the #Nba #rtz… https://www.instagram.com/p/BpQoE_uFmgs/?utm_source=ig_twitter_share&amp;igshid=lvgmsf2716lz,strizzzy
96,2018-10-23 03:15:11+00:00,Toronto,1054571912628555776,Steady Freddy #Raptors #BetOnYourself @Air Canada Centre https://www.instagram.com/p/BpQpfm0A48H/?utm_source=ig_twitter_share&amp;igshid=1ejfp7qi2qohr,_marktiu
97,2018-10-23 11:00:21+00:00,Toronto,1054688976701923328,"Toronto Raptors are on a win streak. @Toronto, Ontario https://www.instagram.com/p/BpRe37IlKbD/?utm_source=ig_twitter_share&amp;igshid=1oprskpjem1fr",WightmanGeoff
98,2018-10-23 12:05:45+00:00,Toronto,1054705434387464193,Photo of the day. Front page of the Sports Section of the Globe & Mail today from the Hornets at Raptors game at Scotiabank Arena. @globeandmail @raptors… https://www.instagram.com/p/BpRmWoyFHN10ayoRWbBcktgc5PrkL4gTb4_VaE0/?utm_source=ig_twitter_share&amp;igshid=1t8e8eac9j2y1,nturchiarophoto
99,2018-10-23 14:04:18+00:00,Toronto,1054735267397984256,Fry-days are not restricted to Fridays only ! . You can get FREE medium fries with the mcdonaldscanada #MyMcDs app any time the Raptors score more than 12 three-pointers in a game this… https://www.instagram.com/p/BpRz2rgAEQd/?utm_source=ig_twitter_share&amp;igshid=stazz60ok5t2,qingaling_
100,2018-10-23 15:10:46+00:00,Toronto,1054751994160660481,"What again? The Raptors are on fire- twelve 3 pointers which means your fries are FREE again TODAY only on the MyMcD's app! @Toronto, Ontario https://www.instagram.com/p/BpR7f-4gdvd/?utm_source=ig_twitter_share&amp;igshid=1li6bhi3lyrav",skripper
101,2018-10-23 15:33:23+00:00,Toronto,1054757685399293952,My Team #torontoraptors #raptors #weedthenorth #toronto #nba #nbafinals #canada #ovo #ilovetoronto @Scotiabank Arena https://www.instagram.com/p/BpR-Hi8gUR0/?utm_source=ig_twitter_share&amp;igshid=1ldbhltt8x4x1,Bmwpromo
102,2018-10-23 19:55:20+00:00,Toronto,1054823608059617280,Well done Raptors. You gave #raptorsfans a great evening. Toronto Raptors 127 - Charlotte Hornets 106. #torontoraptors . . . . . . . . #torontoraptorsfans #torontoraptorsfan… https://www.instagram.com/p/BpScEhwHOp6/?utm_source=ig_twitter_share&amp;igshid=1ck4kee6ebenl,OfficialSabbyBG
103,2018-10-24 00:12:28+00:00,Toronto,1054888318918365184,Sorry for so much Raptors spam but I can’t be leaving this photo out wit ma girrlllllll! My bestie! Kateyyy bear ! #alwaysgoraps #bff #kateybear #lovemabball @Scotiabank Arena https://www.instagram.com/p/BpS5hp5Hkqu/?utm_source=ig_twitter_share&amp;igshid=12zcnbqordwxy,in_your_grill
104,2018-10-24 00:23:02+00:00,Toronto,1054890976991498241,from twilighteventsto - All Basketball fans It's going down THIS WEDNESDAY inside twilightfamilyrestaurant . Come out and support your 4-0 #Raptors . 10 to watch… https://www.instagram.com/mixxx4u/p/BpS6u2-A-IK/?utm_source=ig_twitter_share&amp;igshid=rhylopkcvjw5,mixxx4u
105,2018-10-24 01:02:06+00:00,Toronto,1054900809530515456,Free again. Go Raptors go! @McDonald's Canada https://www.instagram.com/p/BpS_M14gUZOer2Pf14ktWfmkOvWgSufSB489Cw0/?utm_source=ig_twitter_share&amp;igshid=1f0pihoj7guuj,adahunglo
106,2018-10-24 01:45:07+00:00,Toronto,1054911635347902464,At 5’3 my basketball career ended early. But still fun to pretend. Thank you @vaststhefastest and team for a fun event. #experiences #raptors #scotiabankarena #thethreepointlineisfar… https://www.instagram.com/p/BpTEH1nnao2/?utm_source=ig_twitter_share&amp;igshid=lw3dxoe1d8zf,Elaine_Kunda
107,2018-10-24 13:09:24+00:00,Toronto,1055083839138213888,HUNGRY LIKE THE WOLVES. Check out this video essay previewing tonight's game between the Raptors and the Minnesota Timberwolves. LINK IN PROFILE. #wethenorth #nba #basketball #toronto… https://www.instagram.com/p/BpUSbfughLg/?utm_source=ig_twitter_share&amp;igshid=o2jxe8kt8tff,dgontheroad
108,2018-10-24 17:56:06+00:00,Toronto,1055155991178895360,Had a great opportunity to host a group of young #basketball fans and some big kids to an exclusive experience to shoot some hoops on the @raptors court our good friend @robmac1986 who is… https://www.instagram.com/p/BpUzH3AAxtO/?utm_source=ig_twitter_share&amp;igshid=1e1zvxe5qfy7f,vaststhefastest
109,2018-10-24 22:15:28+00:00,Toronto,1055221263088533505,Game #4 . Raptors vs Timberwolves. . . #toronto #raptors #rtz #celtics #timberwolves #green #yyz #torontoraptors #nba #kawhileonard #lebron #nhl #leafs #basketball #fan #wiggins #instagram… https://www.instagram.com/p/BpVQ7KSl8DB/?utm_source=ig_twitter_share&amp;igshid=7nmvkh86zfz0,Mr_Fernandes
110,2018-10-24 22:50:23+00:00,Toronto,1055230048486211585,#tangerinehoops #wethenorth Mum and I at her first Raptor’s game!! Have been looking forward to this for weeks!! @Scotiabank Arena https://www.instagram.com/p/BpVU4DQAYox/?utm_source=ig_twitter_share&amp;igshid=1078803arjsdz,obsessivejules
111,2018-10-24 23:42:22+00:00,Toronto,1055243132625973248,Good way to celebrate @francisperez__ birthday oh and @Drake also #wethenorth #raptors #birthday @Scotiabank Arena https://www.instagram.com/p/BpVa3peBZRR/?utm_source=ig_twitter_share&amp;igshid=1vkg7q2zktxcj,MrGriffinB
112,2018-10-24 23:56:53+00:00,Toronto,1055246782752534529,Let's go Raptors! #WetheNorth #RaptorsFan @Scotiabank Arena https://www.instagram.com/p/BpVciJoAwa_/?utm_source=ig_twitter_share&amp;igshid=3lhgpaj2yc02,reereephillips
113,2018-10-25 00:12:32+00:00,Toronto,1055250724421017600,"First NBA game...go Raptors! @Toronto, Ontario https://www.instagram.com/p/BpVeUf-AzKuuiXJXNpYtz6imgytIUXKeqftM7s0/?utm_source=ig_twitter_share&amp;igshid=f9oddxkvutib",NialF
114,2018-10-25 00:47:41+00:00,Toronto,1055259569696505856,North over everything #raptors @Air Canada Centre https://www.instagram.com/p/BpViWGwhaDl/?utm_source=ig_twitter_share&amp;igshid=is38xppah1f5,ptc555
115,2018-10-25 00:57:59+00:00,Toronto,1055262158953443328,Fly by Nation x DMINDED happy to see my Glamorgan friend at the Raptors game. It’s been over 15 years since I last seen you in person. Much love as we need to connect and talk!… https://www.instagram.com/p/BpVjhUnApS-/?utm_source=ig_twitter_share&amp;igshid=1ubggl3tq2192,digitalminded
116,2018-10-25 01:26:25+00:00,Toronto,1055269317279973376,Let’s go raptors! #raptors #wethenorth #bigerinmills #bigtime #bigthingspoppin @Scotiabank Arena https://www.instagram.com/p/BpVmxw8n1tZ/?utm_source=ig_twitter_share&amp;igshid=y6ntgldgjd3a,JasonArruda1
117,2018-10-25 01:48:26+00:00,Toronto,1055274857489948672,5-0 baby! #raptors #bigtime #bigerinmills #bigthingspoppin @Scotiabank Arena https://www.instagram.com/p/BpVpTCPHfpl/?utm_source=ig_twitter_share&amp;igshid=1r1thd7mkncn5,JasonArruda1
118,2018-10-25 01:54:02+00:00,Toronto,1055276265161347072,Today’s assignment for @stadiumjourney was at Scotiabank Arena where the #Toronto #Raptors took it to the #Minnesota #Timberwolves 112-105. #NBA #WeTheNorth #TORvsMIN @Scotiabank Arena https://www.instagram.com/p/BpVp8N2AgP6/?utm_source=ig_twitter_share&amp;igshid=m3cmrqgavdlw,profan9
119,2018-10-25 01:57:36+00:00,Toronto,1055277164977885184,Jimmy must got y’all boys shook KAT asked to be subbed out after air balling three pointer smh #WeTheNorth #AllEyesNorth . . . #torontoraptors #kawhileonard #nba #canada #raptors… https://www.instagram.com/p/BpVp4FEgAjO/?utm_source=ig_twitter_share&amp;igshid=ui1ut8t7f4p5,MikeandDrewShow
120,2018-10-25 02:04:02+00:00,Toronto,1055278783790546946,#raptors @The Pint Public House Toronto https://www.instagram.com/p/BpVrFKmD-WI/?utm_source=ig_twitter_share&amp;igshid=16lxxsj5pqjbz,londonomauri
121,2018-10-25 02:12:47+00:00,Toronto,1055280982981402627,"Great win for the @raptors I like what I saw. Great lineups, hard to guess, some defensive oversights at time but it felt well paced ... crowd needs to get amped earlier @Toronto Raptors https://www.instagram.com/p/BpVsFbKhHem/?utm_source=ig_twitter_share&amp;igshid=oub9hyzr59pn",rmaturana
122,2018-10-25 02:16:06+00:00,Toronto,1055281817190842368,Kawhi Leonard another clutch performance 35 points 5 rebounds @raptors nowb4-0 #WeTheNorth #AllEyesNorth . . #torontoraptors #kawhileonard #nba #canada #raptors #twolves… https://www.instagram.com/p/BpVsRv3ghHd/?utm_source=ig_twitter_share&amp;igshid=1d2p8je1tcs07,MikeandDrewShow
123,2018-10-25 02:34:48+00:00,Toronto,1055286526077296641,Toronto Raptors defeats Minnesota Timberwolves (112-105) #NBA #basketball #torontoraptors #toronto #raptors #minnesota #minnesotatimberwolves #timberwolves #lovethisgame… https://www.instagram.com/p/BpVumyyFGAQ/?utm_source=ig_twitter_share&amp;igshid=3e3pzd6apkfj,RodriguesPhelps
124,2018-10-25 02:43:07+00:00,Toronto,1055288616644214785,#TheKlaw says it ALL!! . .. @raptors are UNDEFEATED 5-0 and Tie a franchise record for best start to the season! #raptors 112 #timberwolves 105 #kawhileonard on with 35pts… https://www.instagram.com/p/BpVvjtIFPUR/?utm_source=ig_twitter_share&amp;igshid=stjmxujzqrgt,strizzzy
125,2018-10-25 02:46:33+00:00,Toronto,1055289480767303680,Five in a row. Another win for the Raptors tonight. Hangin with @influencerspr #views #viewsfromthe6 #raptors #toronto #nba #allthewayup #gobig @Scotiabank Arena https://www.instagram.com/p/BpVv830H7bY/?utm_source=ig_twitter_share&amp;igshid=aetdyibsrq2r,JimmyWWilliams
126,2018-10-25 03:24:12+00:00,Toronto,1055298956845088769,These seats ain’t half bad #raptors #jimmybutleraintshit @Scotiabank Arena https://www.instagram.com/p/BpV0QsunGPc/?utm_source=ig_twitter_share&amp;igshid=wusx6d3dwq9i,EricBonus
127,2018-10-25 03:50:52+00:00,Toronto,1055305669404958720,#shenanigans @thesonnyvega @camstewartlive @oconnell53 #nba #raptors #goodfriends #goodtimes @Real Sports https://www.instagram.com/p/BpV3T9XnIgj/?utm_source=ig_twitter_share&amp;igshid=17xbg344rfdm4,TAYSTEVENS
128,2018-10-25 12:36:45+00:00,Toronto,1055438011742257152,Raptors start the season 5-0. Today was a good day. #Raptors vs #Timberwolves @Scotiabank Arena https://www.instagram.com/p/BpWzflEn5yZ/?utm_source=ig_twitter_share&amp;igshid=13jojab9qfr6e,_ajayy
129,2018-10-25 14:04:13+00:00,Toronto,1055460021620957184,"Another win! 5-0 let’s go Raptors. @raptors @torontolife #wethenorth #letsgoraptors #nba #basketball @Toronto, Ontario https://www.instagram.com/p/BpW9f6un9do/?utm_source=ig_twitter_share&amp;igshid=78qlgos457i",apaxintransit
130,2018-10-25 16:55:25+00:00,Toronto,1055503105192792064,#TBT @superfan_nav and myself. Two who love the @raptors @raptors905 @Rose Cherry Place At Paramount Fine Foods Centre https://www.instagram.com/p/BpXRDd4BUdt/?utm_source=ig_twitter_share&amp;igshid=nbe5z4vag1qy,DJAndre905
131,2018-10-25 22:46:02+00:00,Toronto,1055591340107620357,Toronto Raptors Kawhi Leonard warms up prior to the start of a game against the Charlotte Hornets at the Scotiabank Arena. #kawhileonard #torontoraptors… https://www.instagram.com/p/BpX5NpCgTMgNsZsxQh4qYhq1qX68Rc5rB885gM0/?utm_source=ig_twitter_share&amp;igshid=1lci0rm4f6wn4,nturchiarophoto
132,2018-10-29 02:18:38+00:00,Toronto,1056732006762102784,Ball so hard - - #basketball #bball #toronto #raptors #raps #arena #court #courtside #downtown #friends #bestie #coworkers #fam #love #happy #crewlove #smile #blonde #dayones #greatnight… https://www.instagram.com/p/Bpf_7uHFTYq/?utm_source=ig_twitter_share&amp;igshid=cnkjwfrv3xkd,sylbaranowska
133,2018-10-29 12:58:56+00:00,Toronto,1056893143268970497,"""Shooting for the stars so hard I might take the sky with me. Strictly doing it for love of music and to be known in my city."" #toronto #raptors #lyrics #original #bars #motivation… https://www.instagram.com/p/BphJNh0Af-5/?utm_source=ig_twitter_share&amp;igshid=1a6x50nwmticl",_iRicky
134,2018-10-29 19:19:55+00:00,Toronto,1056989022529183749,Yo I swear I saw this guy in line at #Timmys . . . . #raptors #kawhi #rtz #wethenorth #nba #basketball #ballislife #toronto #the6ix #tdot #thesix #northovereverything… https://www.instagram.com/p/Bph0z3Zn2NB/?utm_source=ig_twitter_share&amp;igshid=7feuhkpirdui,DjTriniShotta
135,2018-10-31 22:43:35+00:00,Phoenix,1057765051774291968,"Phoenix, AZ - (IR) FRIDAY NOV 2ND SOMETHING NEW #Detour2PHX EACH &amp; EVERY FRIDAY NIGHT . . SUNS VS RAPTORS AFTERPARTY meet the upscale, diverse, professionals at the newly remodeled… https://www.instagram.com/p/BpnVkWAA0PA/?utm_source=ig_twitter_share&amp;igshid=19tanly67z19j",djklassic1911
136,2018-11-07 21:06:25+00:00,Toronto,1060277313257046018,"When you dream, dream big! CBA players were rewarded for volunteering by getting to play on the same court as their NBA heroes at Scotiabank Centre - home of the Raptors! #cbanation… https://www.instagram.com/p/Bp5MJuCFxAg/?utm_source=ig_twitter_share&amp;igshid=16fmp50anmpub",CBANation
137,2018-11-08 00:18:37+00:00,Toronto,1060325682998325248,"When you #carboload you gotta do it with no regrets. Preppin for a late night @raptors road game. Start time 10:00pm EST on #TSN1 #TSN4 #TSN5 #WeTheNorth #RTZ @Parkdale, Toronto https://www.instagram.com/p/Bp5iJephJYT/?utm_source=ig_twitter_share&amp;igshid=1kcnkfmeezkm5",willardsworld
138,2018-11-08 05:32:31+00:00,Toronto,1060404680608624640,4 game sweep in Franchise History of West coast teams. Raptors Win and go 11 - 1 for the season!! @The Buado Residence https://www.instagram.com/p/Bp6GE0qgMwR/?utm_source=ig_twitter_share&amp;igshid=1py202nq9dndn,jeprox85
139,2018-11-08 14:53:18+00:00,Toronto,1060545805059309569,"this Saturday catch me inside Sher Club for the Raptors vs Knicks game, then @dragonfly_club for the night show @Toronto, Ontario https://www.instagram.com/p/Bp7GFWnB6R0/?utm_source=ig_twitter_share&amp;igshid=50tcxit32qhz",CaleGranton
140,2018-11-08 22:27:25+00:00,Toronto,1060660086757040128,11-1 @raptors #Record How you like them apples: jonybee99 @MatuziCrew shadvushe oz.m.king #Toronto #TorontoRaptors #WeTheNorth #NorthOverEverything #NorthOverEveryone #LetsGoRaptors… https://www.instagram.com/p/Bp75qp2ASCN/?utm_source=ig_twitter_share&amp;igshid=ytovfztwdtlc,MCBonde1
141,2018-11-10 00:22:37+00:00,Toronto,1061051467384143872,"@raptors out to support the @raptors905 !! @Mississauga, Ontario https://www.instagram.com/p/Bp-sK7mBGUVoWWpFCJMxJDJ4q5NeVZqll3l4Nw0/?utm_source=ig_twitter_share&amp;igshid=qnqrd3fqbqrt",smhitomi1
142,2018-11-10 18:57:16+00:00,Toronto,1061331976563712000,Raptors vs Knicks . . #toronto #raptors #rtz #porzingis #knicks #wethenorth #yyz #torontoraptors #nba #kawhileonard #lebron #texas #leafs #basketball #tangerinehoops #inseatservice… https://www.instagram.com/p/BqArvpoA7_a/?utm_source=ig_twitter_share&amp;igshid=85zjkzkpmy2x,Mr_Fernandes
143,2018-11-10 19:33:55+00:00,Toronto,1061341198009491457,"Raptors vs. Knicks (at @ScotiabankArena for @Raptors @nyknicks in Toronto, Ontario)",CrashEdwards
144,2018-11-10 20:21:22+00:00,Toronto,1061353141722116096,"Saturday afternoon, in the T Dot. #raptors #tdot #toronto #viewsfromthe6 #nba #courtside #allthewayup #gobig @Scotiabank Arena https://www.instagram.com/p/BqA1YemlEbi/?utm_source=ig_twitter_share&amp;igshid=cdfaqtjkyj69",JimmyWWilliams
145,2018-11-10 20:34:08+00:00,Toronto,1061356352860127232,Knicks vs Raptors – at Air Canada Club,_ageeee
146,2018-11-10 21:02:49+00:00,Toronto,1061363572087943169,WE THE NORTH X #N7 @Toronto Raptors https://www.instagram.com/p/BqA6Hd0HB-0/?utm_source=ig_twitter_share&amp;igshid=lp6eqr0hr2dj,sarainfox
147,2018-11-10 21:16:25+00:00,Toronto,1061366996074446848,Toronto v Knicks. Let’s go Raptors. #wethenorth #torontoraptors #nba #letsdothis @Scotiabank Arena https://www.instagram.com/p/BqA7Up3BvQ8/?utm_source=ig_twitter_share&amp;igshid=1jcbqv0ii5ovy,apaxintransit
148,2018-11-10 21:19:13+00:00,Toronto,1061367699391959040,Knicks hangin around at the half. #WeTheNorth #NewYorkForever #Raptors #KnicksNation @Scotiabank Arena https://www.instagram.com/p/BqA7__RgGyutv8Vy7U68o5-vn4dZkh1D6894zQ0/?utm_source=ig_twitter_share&amp;igshid=1816l5r5suyq4,Alejandro_Ronin
149,2018-11-10 21:23:12+00:00,Toronto,1061368700127739904,#proudparent #dancemom #torontoraptors When your girls get to dance at a Toronto Raptors Game @big arena and they kill it!! #wethenorth @Scotiabank Arena https://www.instagram.com/p/BqA8dUfHz7xOvv0p9se98Yod5QpfUM7VvkWZW00/?utm_source=ig_twitter_share&amp;igshid=13ea4cccf0o3w,sylviacafferata
150,2018-11-10 21:23:41+00:00,Toronto,1061368824702926860,Lets go Raptors! #thankyouchuck#raptors @Scotiabank Arena https://www.instagram.com/p/BqA8etQHO-x/?utm_source=ig_twitter_share&amp;igshid=uo78ut91t7ux,d_mcauley
